,Restaurant_id,Restaurant_link,Retaurant Name,Rating,price_for_one_two,Cousines
354,143720,https://www.swiggy.com/restaurants/bombay-kulfi-j-c-nagar-frazer-town-bangalore-143720,Bombay Kulfi,4,₹100 FOR TWO,"Desserts, Ice Cream"
355,303270,https://www.swiggy.com/restaurants/malabar-cafe-7th-block-koramangala-bangalore-303270,Malabar Cafe,3.7,₹349 FOR TWO,"Kerala, South Indian, Desserts, Barbecue, Mughlai, Seafood"
356,376324,https://www.swiggy.com/restaurants/the-brooklyn-creamery-healthy-ice-cream-vv-giri-colony-seshadripuram-bangalore-376324,The Brooklyn Creamery - Healthy Ice Cream,4.4,₹200 FOR TWO,"Desserts, Ice Cream, Healthy Food"
357,349811,https://www.swiggy.com/restaurants/uff-urban-food-factory-1st-block-jayanagar-bangalore-349811,UFF Urban Food Factory,3.8,₹300 FOR TWO,"Indian, Seafood, Chinese, Snacks"
358,724333,https://www.swiggy.com/restaurants/alemane-donne-biryani-shanthinagara-indiranagar-bangalore-724333,Alemane Donne Biryani,--,₹600 FOR TWO,"Biryani, North Indian"
359,220772,https://www.swiggy.com/restaurants/aubree-craig-park-layout-central-bangalore-bangalore-220772,Aubree,4.3,₹700 FOR TWO,"Desserts, Bakery"
360,677031,https://www.swiggy.com/restaurants/igp-cakes-kolandappa-garden-gajendra-nagar-koramangala-bangalore-677031,IGP Cakes,4.1,₹299 FOR TWO,"Bakery, Desserts, Sweets"
361,52686,https://www.swiggy.com/restaurants/chung-wah-residency-road-ashok-nagar-bangalore-52686,Chung Wah,4.3,₹800 FOR TWO,Chinese
362,647602,https://www.swiggy.com/restaurants/madurai-hut-binnamangala-indiranagar-bangalore-647602,Madurai Hut,3.7,₹300 FOR TWO,"Chettinad, South Indian, Biryani"
363,702178,https://www.swiggy.com/restaurants/roti-tawa-ki-khb-colony-koramangala-bangalore-702178,Roti Tawa Ki,4.3,₹200 FOR TWO,"Indian, Fast Food, Thalis"
364,277965,https://www.swiggy.com/restaurants/dwarkamai-pure-veg-restaurant-gandhi-bazaar-main-road-basavanagudi-bangalore-277965,Dwarkamai Pure Veg Restaurant,4.2,₹400 FOR TWO,"North Indian, Chinese, Tandoor"
365,420484,https://www.swiggy.com/restaurants/keventers-ice-cream-garuda-mall-magrath-road-bangalore-420484,Keventers Ice Cream,4.4,₹200 FOR TWO,"Ice Cream, Desserts"
366,120023,https://www.swiggy.com/restaurants/m-s-sukhsagar-hotel-gandhinagar-gandhi-nagar-majestic-bangalore-120023,M/s. SUKHSAGAR HOTEL GANDHINAGAR,4.2,₹200 FOR TWO,North Indian
367,454692,https://www.swiggy.com/restaurants/bucket-biryani-castle-street-ashok-nagar-bangalore-454692,Bucket Biryani,4.3,₹700 FOR TWO,"Biryani, North Indian, Chinese, Seafood"
368,95585,https://www.swiggy.com/restaurants/upahara-darshini-south-end-main-road-basavanagudi-bangalore-95585,Upahara Darshini,4.3,₹400 FOR TWO,"Chinese, South Indian, North Indian, Desserts"
369,73924,https://www.swiggy.com/restaurants/sonar-bangla-5th-block-koramangala-bangalore-73924,Sonar Bangla,4,₹300 FOR TWO,Bengali
370,29450,https://www.swiggy.com/restaurants/coastal-delight-2nd-stage-indiranagar-bangalore-29450,Coastal Delight,3.7,₹800 FOR TWO,"North Indian, Chinese, Coastal, Snacks"
371,49496,https://www.swiggy.com/restaurants/mystique-palate-4th-block-jayanagar-bangalore-49496,Mystique Palate,4.3,₹150 FOR TWO,Fast Food
372,723931,https://www.swiggy.com/restaurants/swetha-non-veg-mess-nagarathpete-basavanagudi-bangalore-723931,SWETHA NON-VEG MESS,--,₹260 FOR TWO,"Biryani, Indian"
373,634490,https://www.swiggy.com/restaurants/donne-biryani-palace-4th-block-jayanagar-bangalore-634490,Donne Biryani Palace,4.1,₹350 FOR TWO,"Biryani, Kebabs"
374,435405,https://www.swiggy.com/restaurants/chaayos-chai-snacks-relax-vasanth-nagar-cunningham-road-bangalore-435405,Chaayos Chai+Snacks=Relax,4.4,₹250 FOR TWO,"Bakery, Beverages, Chaat, Desserts, Home Food, Italian, Maharashtrian, Snacks, S..."
375,644617,https://www.swiggy.com/restaurants/beyond-the-crust-btc-maruti-nagar-btm-layout-bangalore-644617,Beyond The Crust - BTC,4.3,₹250 FOR TWO,Desserts
376,485614,https://www.swiggy.com/restaurants/udupi-sri-krishna-vaibhava-6th-block-jayanagar-bangalore-485614,Udupi Sri Krishna Vaibhava,4,₹150 FOR TWO,"South Indian, Chinese, Desserts"
377,14842,https://www.swiggy.com/restaurants/mudpipe-cafe-sigma-mall-cunningham-road-bangalore-14842,Mudpipe Cafe,4.2,₹500 FOR TWO,"Mexican, Continental"
378,396745,https://www.swiggy.com/restaurants/firangi-bake-residency-road-shantinagar-bangalore-396745,Firangi Bake,4.5,₹400 FOR TWO,"Pizzas, Pastas, Italian, Mexican, Healthy Food, Desserts, Beverages"
379,604781,https://www.swiggy.com/restaurants/goodness-to-go-lavelle-road-ashok-nagar-bangalore-604781,Goodness To Go,4.3,₹350 FOR TWO,"European, Italian, American, Pastas, Salads, Juices, Desserts"
380,518369,https://www.swiggy.com/restaurants/madras-meal-company-majestic-seshadripuram-bangalore-518369,Madras Meal Company,--,₹350 FOR TWO,South Indian
381,696232,https://www.swiggy.com/restaurants/itc-aashirvaad-soul-creations-shivaji-nagar-dispensary-rd-bangalore-696232,ITC Aashirvaad Soul Creations,4.6,₹500 FOR TWO,Indian
382,615499,https://www.swiggy.com/restaurants/krishnam-veg-nanjappa-circle-shanti-nagar-bangalore-615499,Krishnam Veg,4.1,₹200 FOR TWO,"South Indian, North Indian, Chinese, Indian, Desserts, Snacks"
383,334172,https://www.swiggy.com/restaurants/rajasthani-dhaba-lakshmi-road-shanthi-nagar-bangalore-334172,Rajasthani Dhaba,3.9,₹200 FOR TWO,"North Indian, Rajasthani, Snacks, Chaat"
384,350427,https://www.swiggy.com/restaurants/sangam-sweets-2nd-block-jayanagar-bangalore-350427,Sangam Sweets,4.3,₹100 FOR TWO,Sweets
385,556423,https://www.swiggy.com/restaurants/luckhnow-street-church-street-ashok-nagar-bangalore-556423,Luckhnow Street,3.7,₹250 FOR TWO,"Kebabs, Biryani, Awadhi"
386,361612,https://www.swiggy.com/restaurants/hatti-donne-biryani-wilson-garden-shanti-nagar-bangalore-361612,Hatti Donne Biryani,3.8,₹199 FOR TWO,"Biryani, South Indian, Chinese"
387,669321,https://www.swiggy.com/restaurants/super-spoon-rajajinagara-malleshwaram-bangalore-669321,Super Spoon,4,₹250 FOR TWO,"Chinese, Thai, Biryani"
388,71343,https://www.swiggy.com/restaurants/karachi-bakery-1st-stage-indiranagar-bangalore-71343,Karachi Bakery,4.4,₹400 FOR TWO,"Bakery, Pizzas, Chinese, Italian, American, Sweets, Desserts, Beverages"
389,59234,https://www.swiggy.com/restaurants/ramji-chaiwale-residency-road-ashok-nagar-bangalore-59234,Ramji Chaiwale,4.3,₹100 FOR TWO,"Fast Food, Punjabi, Desserts"
390,503002,https://www.swiggy.com/restaurants/nh1-bowls-highway-to-north-lakshmi-road-shanti-nagar-bangalore-503002,NH1 Bowls - Highway To North,4.3,₹250 FOR TWO,"North Indian, Punjabi, Home Food"
391,604,https://www.swiggy.com/restaurants/aalishan-restaurant-and-caterer-7th-block-koramangala-bangalore-604,Aalishan Restaurant & Caterer,4.2,₹290 FOR TWO,"Mughlai, North Indian"
392,520824,https://www.swiggy.com/restaurants/dil-punjabi-btm-layout-koramangala-bangalore-520824,Dil Punjabi,3.7,₹300 FOR TWO,"North Indian, Punjabi, Thalis, Tandoor, Mughlai, Home Food, Barbecue, Beverages,..."
393,665948,https://www.swiggy.com/restaurants/beegara-mane-badoota-mahaganapathi-nagar-rajajinagar-bangalore-665948,Beegara Mane Badoota,--,₹350 FOR TWO,"Chinese, Biryani, Fast Food"
394,368035,https://www.swiggy.com/restaurants/chai-days-khb-colony-koramangala-bangalore-368035,Chai Days,4.4,₹200 FOR TWO,"Bakery, Beverages, Snacks"
395,491658,https://www.swiggy.com/restaurants/oh-my-shawarma-6th-block-koramangala-bangalore-491658,Oh My Shawarma,3.8,₹300 FOR TWO,"Fast Food, Beverages, Indian"
396,400884,https://www.swiggy.com/restaurants/coal-flame-biriyaani-9th-block-jayanagar-bangalore-400884,Coal Flame Biriyaani,4.2,₹400 FOR TWO,"Mughlai, Indian, Biryani, Combo, Andhra, Beverages, Kebabs, Sweets, Hyderabadi, ..."
397,393897,https://www.swiggy.com/restaurants/punjabi-dhaba-gandhi-nagar-majestic-bangalore-393897,Punjabi Dhaba,4.1,₹350 FOR TWO,Punjabi
398,354531,https://www.swiggy.com/restaurants/burger-seigneur-st-marks-road-bangalore-354531,Burger Seigneur,4.4,₹1200 FOR TWO,"American, Continental, Beverages"
399,396742,https://www.swiggy.com/restaurants/behrouz-biryani-residency-road-shantinagar-bangalore-396742,Behrouz Biryani,4.2,₹500 FOR TWO,"Biryani, Mughlai, Lucknowi, Hyderabadi, Kebabs, North Indian, Desserts, Beverage..."
400,591223,https://www.swiggy.com/restaurants/bihar-ki-rasoi-hal-2nd-stage-indiranagar-bangalore-591223,Bihar ki rasoi,3.7,₹10 FOR TWO,"Indian, Chinese, Thalis"
401,435046,https://www.swiggy.com/restaurants/kaippunnyam-restaurant-brigade-road-ashok-nagar-bangalore-435046,Kaippunnyam Restaurant,4.1,₹300 FOR TWO,"Kerala, Seafood, South Indian, Buffalo meat, Chettinad"
402,510228,https://www.swiggy.com/restaurants/frosty-frills-5th-block-koramangala-bangalore-510228,Frosty Frills,4,₹100 FOR TWO,"Desserts, Ice Cream"
403,545667,https://www.swiggy.com/restaurants/kibeeys-restaurant-binnamangala-indiranagar-bangalore-545667,Kibeey's restaurant,3.9,₹300 FOR TWO,"Indian, Chinese"
404,345404,https://www.swiggy.com/restaurants/midnight-rascals-pizza-mrp-maruti-nagar-btm-layout-bangalore-345404,Midnight Rascals Pizza - MRP,3.6,₹300 FOR TWO,"Pizzas, Snacks, Pastas"
405,17580,https://www.swiggy.com/restaurants/hanoi-indiranagar-bangalore-17580,Hanoi,4.3,₹1000 FOR TWO,"Asian, Pan-Asian, Vietnamese, Combo, Beverages"
406,323390,https://www.swiggy.com/restaurants/lajawaab-muneshwara-c-block-r-t-nagar-bangalore-323390,Lajawaab,3.7,₹350 FOR TWO,"North Indian, Chinese"
407,8799,https://www.swiggy.com/restaurants/pizza-stop-lavelle-road-bangalore-8799,Pizza Stop,4,₹400 FOR TWO,"Italian, Pizzas"
408,2832,https://www.swiggy.com/restaurants/lakeview-milkbar-mg-road-bangalore-2832,Lakeview Milkbar,4.2,₹450 FOR TWO,"Desserts, Ice Cream, Bakery"
409,291978,https://www.swiggy.com/restaurants/guntur-spice-3rd-block-jayanagar-bangalore-291978,Guntur Spice,3.9,₹500 FOR TWO,"Indian, Chinese, Beverages"
410,657599,https://www.swiggy.com/restaurants/pizza-town-am-road-sulthangunta-shivaji-nagar-bangalore-657599,Pizza Town,3.4,₹400 FOR TWO,Pizzas
411,463070,https://www.swiggy.com/restaurants/green-onion-chinese-frazer-town-coles-road-frazer-town-bangalore-463070,Green Onion Chinese-Frazer Town,4.3,₹600 FOR TWO,"Chinese, Seafood"
412,263637,https://www.swiggy.com/restaurants/pure-veg-meals-by-lunchbox-1st-main-rd-vasanth-nagar-bangalore-263637,Pure Veg Meals by Lunchbox,4,₹200 FOR TWO,"Biryani, North Indian, Desserts, Beverages"
413,440151,https://www.swiggy.com/restaurants/home-plate-by-eatfit-vasanth-nagar-cunningham-road-bangalore-440151,Home Plate by EatFit,3.9,₹200 FOR TWO,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani..."
414,683874,https://www.swiggy.com/restaurants/fb-cakes-cmh-road-indiranagar-bangalore-683874,FB Cakes,--,₹1500 FOR TWO,Desserts
415,393108,https://www.swiggy.com/restaurants/aligarh-house-mughla-biryani-ali-asker-road-cunningham-road-bangalore-393108,Aligarh House -Mughla Biryani,4,₹400 FOR TWO,"Biryani, Mughlai, Kebabs, North Indian, Lucknowi, Fast Food, Desserts, Beverages"
416,718966,https://www.swiggy.com/restaurants/vrindavan-kitchen-navarang-circle-rajajinagar-bangalore-718966,Vrindavan Kitchen,--,₹200 FOR TWO,"Beverages, Indian"
417,443217,https://www.swiggy.com/restaurants/nati-mane-khb-colony-koramangala-bangalore-443217,Nati Mane,3.9,₹300 FOR TWO,"Biryani, Indian"
418,567206,https://www.swiggy.com/restaurants/noto-healthy-ice-cream-firdous-complex-central-bangalore-bangalore-567206,NOTO - Healthy Ice Cream,4.5,₹250 FOR TWO,"Desserts, Ice Cream"
419,6115,https://www.swiggy.com/restaurants/kabab-korner-ashok-nagar-st-marks-road-bangalore-6115,Kabab Korner,4.5,₹500 FOR TWO,"North Indian, Chinese, Fast Food"
420,234701,https://www.swiggy.com/restaurants/boss-burger-ashok-nagar-lavelle-road-bangalore-234701,BOSS Burger,4,₹500 FOR TWO,"Burgers, American, Fast Food, Snacks"
421,18470,https://www.swiggy.com/restaurants/sea-rock-kumara-park-east-malleshwaram-bangalore-18470,Sea Rock,4.3,₹700 FOR TWO,"Indian, Chinese, Seafood, Mangalorean"
422,578520,https://www.swiggy.com/restaurants/gopizza-garuda-mall-magrath-road-bangalore-578520,Gopizza,4.1,₹250 FOR TWO,"Pizzas, Desserts, Beverages"
423,673680,https://www.swiggy.com/restaurants/pathaan-sir-chamarajapete-jayanagar-bangalore-673680,Pathaan Sir,3.7,₹200 FOR TWO,"Snacks, Fast Food, North Indian"
424,5908,https://www.swiggy.com/restaurants/millers-46-cunnigham-road-vasanth-nagar-bangalore-5908,Miller's 46,4.5,₹1100 FOR TWO,"American, Continental, Steakhouse"
425,395202,https://www.swiggy.com/restaurants/mcdonalds-gourmet-burger-collection-kasturba-road-mg-road-bangalore-395202,McDonald's Gourmet Burger Collection,4,₹600 FOR TWO,"Burgers, Beverages, Cafe, Desserts"
426,410742,https://www.swiggy.com/restaurants/basavanagudi-donne-biryani-surveyor-street-basavanagudi-bangalore-410742,Basavanagudi Donne Biryani,3.6,₹600 FOR TWO,Biryani
427,613631,https://www.swiggy.com/restaurants/sgs-non-veg-gundu-palav-malleshwaram-franchisee-4th-main-road-malleshwaram-bangalore-613631,SGS Non Veg Gundu Palav - Malleshwaram Franchisee,4.3,₹280 FOR TWO,"Biryani, South Indian, Maharashtrian"
428,11841,https://www.swiggy.com/restaurants/srinathjis-restaurant-taste-the-nectar-sri-krishna-temple-road-indiranagar-bangalore-11841,Srinathji's Restaurant ( Taste the Nectar ),4.4,₹500 FOR TWO,"North Indian, Indian, Chinese, Continental, Beverages, Desserts"
429,716397,https://www.swiggy.com/restaurants/north-indian-kitchen-homely-food-brindavan-nagar-btm-bangalore-716397,North Indian Kitchen (Homely Food),--,₹300 FOR TWO,Fast Food
430,19361,https://www.swiggy.com/restaurants/pasta-street-cunningham-road-bangalore-19361,Pasta Street,4.3,₹900 FOR TWO,"Italian, Pizzas, Pastas, Desserts, Beverages"
431,310548,https://www.swiggy.com/restaurants/oven-theory-pizza-otp-maruthi-nagar-btm-layout-bangalore-310548,Oven Theory Pizza - OTP,4,₹150 FOR TWO,"Pizzas, Italian, Fast Food, Pastas"
432,117904,https://www.swiggy.com/restaurants/homese-just-veg-chickpet-majestic-bangalore-117904,HomeSe Just Veg,3.1,₹200 FOR TWO,"South Indian, North Indian"
433,658363,https://www.swiggy.com/restaurants/pizza-box-am-road-sulthangunta-shivaji-nagar-bangalore-658363,Pizza Box,3.7,₹400 FOR TWO,Pizzas
434,370337,https://www.swiggy.com/restaurants/keventers-milkshakes-and-desserts-garuda-mall-magrath-road-bangalore-370337,Keventers - Milkshakes & Desserts,4.4,₹200 FOR TWO,"Beverages, Ice Cream, Desserts, Healthy Food"
435,519873,https://www.swiggy.com/restaurants/nagas-koramangala-bangalore-519873,Naga's,--,₹300 FOR TWO,"Biryani, Indian, North Indian"
436,570175,https://www.swiggy.com/restaurants/yummys-paratha-2nd-stage-indiranagar-bangalore-570175,Yummy's paratha,3.2,₹5 FOR TWO,"North Indian, Bengali, South Indian, Fast Food, Chinese, Biryani, Desserts, Kera..."
437,4025,https://www.swiggy.com/restaurants/baisakhi-gandhi-bazar-main-road-basavanagudi-bangalore-4025,Baisakhi,3.9,₹400 FOR TWO,"North Indian, Jain"
438,492181,https://www.swiggy.com/restaurants/jmv-condiments-anepalya-audgodi-bangalore-492181,Jmv Condiments,4.6,₹200 FOR TWO,Snacks
439,36255,https://www.swiggy.com/restaurants/village-donne-biriyani-5th-block-koramangala-bangalore-36255,Village Donne Biriyani,3.6,₹300 FOR TWO,South Indian
440,536649,https://www.swiggy.com/restaurants/living-bowls-2nd-stage-indiranagar-bangalore-536649,Living Bowls,4.2,₹350 FOR TWO,"Salads, Keto, Juices, Healthy Food"
441,30458,https://www.swiggy.com/restaurants/sukh-sagar-5th-a-block-koramangala-bangalore-30458,Sukh Sagar,4.3,₹400 FOR TWO,South Indian
442,446,https://www.swiggy.com/restaurants/altafs-chillies-restaurants-hutchins-road-frazer-town-bangalore-446,Altaf's Chillies Restaurants,4.3,₹250 FOR TWO,"North Indian, Chinese"
443,569329,https://www.swiggy.com/restaurants/protein-chef-doopanahalli-indiranagar-bangalore-569329,Protein Chef,4.1,₹300 FOR TWO,"Healthy Food, Indian, Snacks, Fast Food"
444,541907,https://www.swiggy.com/restaurants/avanthi-aromas-of-andhra-hoysala-nagar-indiranagar-bangalore-541907,Avanthi - Aromas of Andhra,3.7,₹700 FOR TWO,"Andhra, Biryani, Tandoor"
445,261707,https://www.swiggy.com/restaurants/raffaeles-ristorante-pizzeria-koramangala-bangalore-261707,Raffaele's Ristorante Pizzeria,4.1,₹800 FOR TWO,"Pizzas, Continental, Pastas, Beverages"
446,588012,https://www.swiggy.com/restaurants/smoor-ashok-nagar-lavelle-road-bangalore-588012,Smoor,4.5,₹450 FOR TWO,"Asian, Desserts, Italian, Thai, Ice Cream, Salads, Sushi, Beverages, Bakery, Caf..."
447,581615,https://www.swiggy.com/restaurants/gfc-kebabs-and-biryani-appareddy-palya-indiranagar-bangalore-581615,GFC Kebabs & Biryani,3,₹200 FOR TWO,"Kebabs, Biryani"
448,472158,https://www.swiggy.com/restaurants/sri-maruthi-hotel-2nd-block-rajajinagar-bangalore-472158,Sri Maruthi Hotel,4.2,₹400 FOR TWO,North Indian
449,368270,https://www.swiggy.com/restaurants/mini-samrat-chalukya-millars-road-vasanth-nagar-bangalore-368270,Mini Samrat Chalukya,4.3,₹350 FOR TWO,"South Indian, North Indian, Chinese, Desserts"
450,5882,https://www.swiggy.com/restaurants/oh-calcutta-church-street-bangalore-5882,Oh! Calcutta,4.3,₹800 FOR TWO,Bengali
451,588791,https://www.swiggy.com/restaurants/goila-butter-chicken-6th-block-koramangala-bangalore-588791,Goila Butter Chicken,4,₹600 FOR TWO,"North Indian, Mughlai, Biryani, Indian"
452,343594,https://www.swiggy.com/restaurants/sicilia-pont-italian-restaurant-5th-block-rajajinagar-bangalore-343594,Sicilia Pont (Italian Restaurant ),4.3,₹300 FOR TWO,"Pizzas, Italian, Desserts, Beverages, Snacks"
453,609497,https://www.swiggy.com/restaurants/naidu-palace-mahaganapathi-nagar-rajajinagar-bangalore-609497,Naidu Palace,4,₹500 FOR TWO,"North Indian, Indian, Chinese"
454,677875,https://www.swiggy.com/restaurants/udupi-aatithya-maruthi-nagar-btm-layout-bangalore-677875,Udupi Aatithya,4.2,₹300 FOR TWO,"South Indian, Snacks, Beverages"
455,317997,https://www.swiggy.com/restaurants/sri-udupi-grand-veg-akkithimmanahalli-shanti-nagar-bangalore-317997,Sri Udupi Grand Veg,4.2,₹250 FOR TWO,"Beverages, North Indian, South Indian"
456,578378,https://www.swiggy.com/restaurants/burgerama-2nd-stage-indiranagar-bangalore-578378,Burgerama,4.1,₹600 FOR TWO,"Fast Food, American, Beverages"
457,433561,https://www.swiggy.com/restaurants/giani-ice-cream-5th-block-koramangala-bangalore-433561,Giani Ice Cream,4.5,₹300 FOR TWO,"Ice Cream, Desserts, Beverages"
458,23065,https://www.swiggy.com/restaurants/gufha-jayanagar-bangalore-23065,Gufha,3.9,₹1400 FOR TWO,"North Indian, Biryani, Afghani"
459,673132,https://www.swiggy.com/restaurants/maffei-kitchen-peace-villa-koramangala-bangalore-673132,Maffei Kitchen,4.3,₹1500 FOR TWO,"Lebanese, Greek, Mediterranean"
460,599107,https://www.swiggy.com/restaurants/sultans-shahi-darbar-meenakshi-koil-street-shivajinagar-bangalore-599107,Sultan's Shahi Darbar,--,₹250 FOR TWO,"North Indian, Chinese, Biryani, Fast Food"
461,469151,https://www.swiggy.com/restaurants/kanti-bakes-and-flakes-brigade-rd-ashok-nagar-bangalore-469151,Kanti Bakes And Flakes,4.4,₹200 FOR TWO,Sweets
462,689887,https://www.swiggy.com/restaurants/the-cosmic-burger-hosur-main-road-koramangala-bangalore-689887,The Cosmic Burger,--,₹300 FOR TWO,Indian
463,636911,https://www.swiggy.com/restaurants/kulfi-shulfi-kulfis-and-icecreams-shanthinagara-basavanagudi-bangalore-636911,Kulfi Shulfi - Kulfis & Icecreams,--,₹120 FOR TWO,"Ice Cream, Desserts"
464,696010,https://www.swiggy.com/restaurants/swirlyo-ft-road-indiranagar-bangalore-696010,Swirlyo,--,₹250 FOR TWO,"Desserts, Beverages, Ice Cream"
465,472193,https://www.swiggy.com/restaurants/lit-biryani-kitchen-ashok-nagar-church-street-bangalore-472193,Lit Biryani Kitchen,2.1,₹299 FOR TWO,"Biryani, Arabian, Snacks"
466,304580,https://www.swiggy.com/restaurants/itc-fabelle-chocolates-residency-road-ashok-nagar-bangalore-304580,ITC Fabelle Chocolates,4.1,₹600 FOR TWO,"Bakery, Desserts"
467,339998,https://www.swiggy.com/restaurants/juice-junction-and-snacks-4th-t-block-east-jayanagar-bangalore-339998,Juice Junction & Snacks,4.3,₹200 FOR TWO,"Snacks, Chinese, Juices, Beverages"
468,37353,https://www.swiggy.com/restaurants/savi-sagar-srirampura-metro-station-rajajinagar-bangalore-37353,Savi Sagar,4.1,₹150 FOR TWO,"South Indian, North Indian, Chinese, Beverages"
469,4739,https://www.swiggy.com/restaurants/the-grill-house-steaks-and-sizzlers-near-kensington-point-halasuru-bangalore-4739,The Grill House - Steaks & Sizzlers,4.2,₹1100 FOR TWO,"American, Steakhouse, Italian, Mexican, Continental, Mediterranean, Desserts, Gr..."
470,5221,https://www.swiggy.com/restaurants/food-paradise-sirur-park-road-seshadripuram-bangalore-5221,Food Paradise,4,₹250 FOR TWO,"Mughlai, North Indian, Chinese"
471,61282,https://www.swiggy.com/restaurants/utsav-restaurant-hanumantha-nagar-banashankari-bangalore-61282,Utsav Restaurant,4.1,₹250 FOR TWO,"Chinese, North Indian, Punjabi"
472,5358,https://www.swiggy.com/restaurants/the-only-place-museum-road-church-street-bangalore-5358,The Only Place,4.4,₹1000 FOR TWO,"Continental, Steakhouse, American, Italian, Beverages, Desserts"
473,314879,https://www.swiggy.com/restaurants/limelight-royal-orchid-hotel-old-airport-road-bangalore-314879,limelight-Royal Orchid Hotel,4.2,₹250 FOR TWO,"North Indian, Indian"
